Recognition Log: Kshitij Sinha(1416-0481) Hritik Baweja(5667-7397) // [$1 RECOGNITION ALGORITHM] // [Unistroke Gesture Logs] // USER-DEPENDENT RANDOM-100
User[all-users],GestureType[all-gestures-types],RandomIteration[1to100],#ofTrainingExamples[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
1,triangle,1,1,16,"[<recognizer.Unistroke object at 0x000001F03AA11C60>, <recognizer.Unistroke object at 0x000001F03AA10400>, <recognizer.Unistroke object at 0x000001F03AA8E320>, <recognizer.Unistroke object at 0x000001F03AA8C7C0>, <recognizer.Unistroke object at 0x000001F03AAE1BA0>, <recognizer.Unistroke object at 0x000001F03AAFA740>, <recognizer.Unistroke object at 0x000001F03AB272E0>, <recognizer.Unistroke object at 0x000001F03AB69F00>, <recognizer.Unistroke object at 0x000001F03AAFB940>, <recognizer.Unistroke object at 0x000001F03AB95120>, <recognizer.Unistroke object at 0x000001F03ABC73A0>, <recognizer.Unistroke object at 0x000001F03ABF1000>, <recognizer.Unistroke object at 0x000001F03AE36B00>, <recognizer.Unistroke object at 0x000001F03AE596C0>, <recognizer.Unistroke object at 0x000001F03AE86260>, <recognizer.Unistroke object at 0x000001F03AEA36A0>]","[<recognizer.Unistroke object at 0x000001F03AA45B40>, <recognizer.Unistroke object at 0x000001F03AA3ABC0>, <recognizer.Unistroke object at 0x000001F03AA872E0>, <recognizer.Unistroke object at 0x000001F03AAA9F60>, <recognizer.Unistroke object at 0x000001F03AACBBE0>, <recognizer.Unistroke object at 0x000001F03AAA15A0>, <recognizer.Unistroke object at 0x000001F03AB32320>, <recognizer.Unistroke object at 0x000001F03AB4F7C0>, <recognizer.Unistroke object at 0x000001F03AB8FAC0>, <recognizer.Unistroke object at 0x000001F03AB9D780>, <recognizer.Unistroke object at 0x000001F03ABD53C0>, <recognizer.Unistroke object at 0x000001F03AB84160>, <recognizer.Unistroke object at 0x000001F03AE21BA0>, <recognizer.Unistroke object at 0x000001F03AE192A0>, <recognizer.Unistroke object at 0x000001F03AE6E260>, <recognizer.Unistroke object at 0x000001F03AE86E00>]",triangle03,True,0.9369748144379899,triangle03,"{'triangle03': 0.9369748144379899, 'circle05': 0.8042320487061554, 'v05': 0.6477432279518677, 'pigtail10': 0.5280176891645085, 'left_sq_bracket10': 0.4237357495894166, 'right_curly_brace10': 0.408774483083448, 'star09': 0.38438028242583755, 'left_curly_brace06': 0.3718656126265767, 'delete_mark06': 0.3692436800438872, 'caret06': 0.3639472956804246, 'right_sq_bracket01': 0.3515373938567964, 'question_mark09': 0.34190539829808675, 'arrow07': 0.2710099490850767, 'rectangle09': 0.25937747572760284, 'check09': 0.18469013305930437, 'x01': 0.11664042497832194}"
1,x,1,1,16,"[<recognizer.Unistroke object at 0x000001F03AA11C60>, <recognizer.Unistroke object at 0x000001F03AA10400>, <recognizer.Unistroke object at 0x000001F03AA8E320>, <recognizer.Unistroke object at 0x000001F03AA8C7C0>, <recognizer.Unistroke object at 0x000001F03AAE1BA0>, <recognizer.Unistroke object at 0x000001F03AAFA740>, <recognizer.Unistroke object at 0x000001F03AB272E0>, <recognizer.Unistroke object at 0x000001F03AB69F00>, <recognizer.Unistroke object at 0x000001F03AAFB940>, <recognizer.Unistroke object at 0x000001F03AB95120>, <recognizer.Unistroke object at 0x000001F03ABC73A0>, <recognizer.Unistroke object at 0x000001F03ABF1000>, <recognizer.Unistroke object at 0x000001F03AE36B00>, <recognizer.Unistroke object at 0x000001F03AE596C0>, <recognizer.Unistroke object at 0x000001F03AE86260>, <recognizer.Unistroke object at 0x000001F03AEA36A0>]","[<recognizer.Unistroke object at 0x000001F03AA45B40>, <recognizer.Unistroke object at 0x000001F03AA3ABC0>, <recognizer.Unistroke object at 0x000001F03AA872E0>, <recognizer.Unistroke object at 0x000001F03AAA9F60>, <recognizer.Unistroke object at 0x000001F03AACBBE0>, <recognizer.Unistroke object at 0x000001F03AAA15A0>, <recognizer.Unistroke object at 0x000001F03AB32320>, <recognizer.Unistroke object at 0x000001F03AB4F7C0>, <recognizer.Unistroke object at 0x000001F03AB8FAC0>, <recognizer.Unistroke object at 0x000001F03AB9D780>, <recognizer.Unistroke object at 0x000001F03ABD53C0>, <recognizer.Unistroke object at 0x000001F03AB84160>, <recognizer.Unistroke object at 0x000001F03AE21BA0>, <recognizer.Unistroke object at 0x000001F03AE192A0>, <recognizer.Unistroke object at 0x000001F03AE6E260>, <recognizer.Unistroke object at 0x000001F03AE86E00>]",x01,True,0.9067422631492531,x01,"{'x01': 0.9067422631492531, 'rectangle09': 0.596299006547756, 'check09': 0.47918525195693706, 'v05': 0.4643484859298861, 'left_curly_brace06': 0.4447430915936781, 'right_curly_brace10': 0.44415413579497653, 'question_mark09': 0.4308279382573763, 'left_sq_bracket10': 0.39083951292650065, 'right_sq_bracket01': 0.3836888639779905, 'delete_mark06': 0.3739357278264652, 'arrow07': 0.3378055589173963, 'star09': 0.30870121156014685, 'caret06': 0.2628567388823766, 'triangle03': 0.22290516330020027, 'pigtail10': 0.20984857297157278, 'circle05': 0.05183967196221406}"
1,rectangle,1,1,16,"[<recognizer.Unistroke object at 0x000001F03AA11C60>, <recognizer.Unistroke object at 0x000001F03AA10400>, <recognizer.Unistroke object at 0x000001F03AA8E320>, <recognizer.Unistroke object at 0x000001F03AA8C7C0>, <recognizer.Unistroke object at 0x000001F03AAE1BA0>, <recognizer.Unistroke object at 0x000001F03AAFA740>, <recognizer.Unistroke object at 0x000001F03AB272E0>, <recognizer.Unistroke object at 0x000001F03AB69F00>, <recognizer.Unistroke object at 0x000001F03AAFB940>, <recognizer.Unistroke object at 0x000001F03AB95120>, <recognizer.Unistroke object at 0x000001F03ABC73A0>, <recognizer.Unistroke object at 0x000001F03ABF1000>, <recognizer.Unistroke object at 0x000001F03AE36B00>, <recognizer.Unistroke object at 0x000001F03AE596C0>, <recognizer.Unistroke object at 0x000001F03AE86260>, <recognizer.Unistroke object at 0x000001F03AEA36A0>]","[<recognizer.Unistroke object at 0x000001F03AA45B40>, <recognizer.Unistroke object at 0x000001F03AA3ABC0>, <recognizer.Unistroke object at 0x000001F03AA872E0>, <recognizer.Unistroke object at 0x000001F03AAA9F60>, <recognizer.Unistroke object at 0x000001F03AACBBE0>, <recognizer.Unistroke object at 0x000001F03AAA15A0>, <recognizer.Unistroke object at 0x000001F03AB32320>, <recognizer.Unistroke object at 0x000001F03AB4F7C0>, <recognizer.Unistroke object at 0x000001F03AB8FAC0>, <recognizer.Unistroke object at 0x000001F03AB9D780>, <recognizer.Unistroke object at 0x000001F03ABD53C0>, <recognizer.Unistroke object at 0x000001F03AB84160>, <recognizer.Unistroke object at 0x000001F03AE21BA0>, <recognizer.Unistroke object at 0x000001F03AE192A0>, <recognizer.Unistroke object at 0x000001F03AE6E260>, <recognizer.Unistroke object at 0x000001F03AE86E00>]",rectangle09,True,0.9490161870247659,rectangle09,"{'rectangle09': 0.9490161870247659, 'v05': 0.7392182991731088, 'x01': 0.6276112533597749, 'check09': 0.6258700036281952, 'triangle03': 0.3808071202543577, 'arrow07': 0.37011693814358326, 'star09': 0.29897580382032796, 'left_curly_brace06': 0.28647779163638487, 'caret06': 0.27456942934461415, 'delete_mark06': 0.2744000083900434, 'pigtail10': 0.2579998607763968, 'right_curly_brace10': 0.2374153389603697, 'right_sq_bracket01': 0.22535709249290814, 'circle05': 0.213519777853185, 'left_sq_bracket10': 0.14815890755350591, 'question_mark09': 0.1265847277418206}"
1,circle,1,1,16,"[<recognizer.Unistroke object at 0x000001F03AA11C60>, <recognizer.Unistroke object at 0x000001F03AA10400>, <recognizer.Unistroke object at 0x000001F03AA8E320>, <recognizer.Unistroke object at 0x000001F03AA8C7C0>, <recognizer.Unistroke object at 0x000001F03AAE1BA0>, <recognizer.Unistroke object at 0x000001F03AAFA740>, <recognizer.Unistroke object at 0x000001F03AB272E0>, <recognizer.Unistroke object at 0x000001F03AB69F00>, <recognizer.Unistroke object at 0x000001F03AAFB940>, <recognizer.Unistroke object at 0x000001F03AB95120>, <recognizer.Unistroke object at 0x000001F03ABC73A0>, <recognizer.Unistroke object at 0x000001F03ABF1000>, <recognizer.Unistroke object at 0x000001F03AE36B00>, <recognizer.Unistroke object at 0x000001F03AE596C0>, <recognizer.Unistroke object at 0x000001F03AE86260>, <recognizer.Unistroke object at 0x000001F03AEA36A0>]","[<recognizer.Unistroke object at 0x000001F03AA45B40>, <recognizer.Unistroke object at 0x000001F03AA3ABC0>, <recognizer.Unistroke object at 0x000001F03AA872E0>, <recognizer.Unistroke object at 0x000001F03AAA9F60>, <recognizer.Unistroke object at 0x000001F03AACBBE0>, <recognizer.Unistroke object at 0x000001F03AAA15A0>, <recognizer.Unistroke object at 0x000001F03AB32320>, <recognizer.Unistroke object at 0x000001F03AB4F7C0>, <recognizer.Unistroke object at 0x000001F03AB8FAC0>, <recognizer.Unistroke object at 0x000001F03AB9D780>, <recognizer.Unistroke object at 0x000001F03ABD53C0>, <recognizer.Unistroke object at 0x000001F03AB84160>, <recognizer.Unistroke object at 0x000001F03AE21BA0>, <recognizer.Unistroke object at 0x000001F03AE192A0>, <recognizer.Unistroke object at 0x000001F03AE6E260>, <recognizer.Unistroke object at 0x000001F03AE86E00>]",circle05,True,0.9139624409119634,circle05,"{'circle05': 0.9139624409119634, 'triangle03': 0.7529154200890426, 'v05': 0.6742243128743091, 'pigtail10': 0.4576984934957379, 'right_curly_brace10': 0.3708158021434831, 'right_sq_bracket01': 0.33628165818616707, 'rectangle09': 0.3287240570190606, 'delete_mark06': 0.2669652893564727, 'caret06': 0.26433825719248627, 'question_mark09': 0.2591821540951711, 'left_sq_bracket10': 0.23040828619998976, 'left_curly_brace06': 0.21992949704051323, 'star09': 0.21532787969444844, 'check09': 0.15207320334179608, 'arrow07': 0.08896960677551191, 'x01': 0.07140870112787734}"
1,check,1,1,16,"[<recognizer.Unistroke object at 0x000001F03AA11C60>, <recognizer.Unistroke object at 0x000001F03AA10400>, <recognizer.Unistroke object at 0x000001F03AA8E320>, <recognizer.Unistroke object at 0x000001F03AA8C7C0>, <recognizer.Unistroke object at 0x000001F03AAE1BA0>, <recognizer.Unistroke object at 0x000001F03AAFA740>, <recognizer.Unistroke object at 0x000001F03AB272E0>, <recognizer.Unistroke object at 0x000001F03AB69F00>, <recognizer.Unistroke object at 0x000001F03AAFB940>, <recognizer.Unistroke object at 0x000001F03AB95120>, <recognizer.Unistroke object at 0x000001F03ABC73A0>, <recognizer.Unistroke object at 0x000001F03ABF1000>, <recognizer.Unistroke object at 0x000001F03AE36B00>, <recognizer.Unistroke object at 0x000001F03AE596C0>, <recognizer.Unistroke object at 0x000001F03AE86260>, <recognizer.Unistroke object at 0x000001F03AEA36A0>]","[<recognizer.Unistroke object at 0x000001F03AA45B40>, <recognizer.Unistroke object at 0x000001F03AA3ABC0>, <recognizer.Unistroke object at 0x000001F03AA872E0>, <recognizer.Unistroke object at 0x000001F03AAA9F60>, <recognizer.Unistroke object at 0x000001F03AACBBE0>, <recognizer.Unistroke object at 0x000001F03AAA15A0>, <recognizer.Unistroke object at 0x000001F03AB32320>, <recognizer.Unistroke object at 0x000001F03AB4F7C0>, <recognizer.Unistroke object at 0x000001F03AB8FAC0>, <recognizer.Unistroke object at 0x000001F03AB9D780>, <recognizer.Unistroke object at 0x000001F03ABD53C0>, <recognizer.Unistroke object at 0x000001F03AB84160>, <recognizer.Unistroke object at 0x000001F03AE21BA0>, <recognizer.Unistroke object at 0x000001F03AE192A0>, <recognizer.Unistroke object at 0x000001F03AE6E260>, <recognizer.Unistroke object at 0x000001F03AE86E00>]",check09,True,0.945764267654166,check09,"{'check09': 0.945764267654166, 'rectangle09': 0.586656659765489, 'arrow07': 0.5837798210768648, 'v05': 0.5417687813368337, 'left_curly_brace06': 0.5397889769321482, 'left_sq_bracket10': 0.4848374329331063, 'caret06': 0.4809977928948588, 'x01': 0.4807958001196849, 'delete_mark06': 0.4552907547685179, 'star09': 0.3826372930929812, 'pigtail10': 0.37586320450930566, 'right_curly_brace10': 0.22561801374821966, 'triangle03': 0.21338977644851598, 'right_sq_bracket01': 0.16191170858979698, 'question_mark09': 0.11248827854450405, 'circle05': 0.06042597232289704}"
1,caret,1,1,16,"[<recognizer.Unistroke object at 0x000001F03AA11C60>, <recognizer.Unistroke object at 0x000001F03AA10400>, <recognizer.Unistroke object at 0x000001F03AA8E320>, <recognizer.Unistroke object at 0x000001F03AA8C7C0>, <recognizer.Unistroke object at 0x000001F03AAE1BA0>, <recognizer.Unistroke object at 0x000001F03AAFA740>, <recognizer.Unistroke object at 0x000001F03AB272E0>, <recognizer.Unistroke object at 0x000001F03AB69F00>, <recognizer.Unistroke object at 0x000001F03AAFB940>, <recognizer.Unistroke object at 0x000001F03AB95120>, <recognizer.Unistroke object at 0x000001F03ABC73A0>, <recognizer.Unistroke object at 0x000001F03ABF1000>, <recognizer.Unistroke object at 0x000001F03AE36B00>, <recognizer.Unistroke object at 0x000001F03AE596C0>, <recognizer.Unistroke object at 0x000001F03AE86260>, <recognizer.Unistroke object at 0x000001F03AEA36A0>]","[<recognizer.Unistroke object at 0x000001F03AA45B40>, <recognizer.Unistroke object at 0x000001F03AA3ABC0>, <recognizer.Unistroke object at 0x000001F03AA872E0>, <recognizer.Unistroke object at 0x000001F03AAA9F60>, <recognizer.Unistroke object at 0x000001F03AACBBE0>, <recognizer.Unistroke object at 0x000001F03AAA15A0>, <recognizer.Unistroke object at 0x000001F03AB32320>, <recognizer.Unistroke object at 0x000001F03AB4F7C0>, <recognizer.Unistroke object at 0x000001F03AB8FAC0>, <recognizer.Unistroke object at 0x000001F03AB9D780>, <recognizer.Unistroke object at 0x000001F03ABD53C0>, <recognizer.Unistroke object at 0x000001F03AB84160>, <recognizer.Unistroke object at 0x000001F03AE21BA0>, <recognizer.Unistroke object at 0x000001F03AE192A0>, <recognizer.Unistroke object at 0x000001F03AE6E260>, <recognizer.Unistroke object at 0x000001F03AE86E00>]",caret06,True,0.9417243191325844,caret06,"{'caret06': 0.9417243191325844, 'pigtail10': 0.7370567892890543, 'delete_mark06': 0.6100579597059158, 'arrow07': 0.5918437087301374, 'check09': 0.49632065542082426, 'v05': 0.43073280197415764, 'star09': 0.411783184155762, 'left_curly_brace06': 0.3953867647668655, 'triangle03': 0.3935891969989891, 'left_sq_bracket10': 0.3365881215445652, 'circle05': 0.33394173112941306, 'x01': 0.280829640650996, 'rectangle09': 0.267396122623767, 'right_curly_brace10': 0.1897074709781148, 'question_mark09': 0.15863050476498575, 'right_sq_bracket01': 0.03526178828073523}"
1,arrow,1,1,16,"[<recognizer.Unistroke object at 0x000001F03AA11C60>, <recognizer.Unistroke object at 0x000001F03AA10400>, <recognizer.Unistroke object at 0x000001F03AA8E320>, <recognizer.Unistroke object at 0x000001F03AA8C7C0>, <recognizer.Unistroke object at 0x000001F03AAE1BA0>, <recognizer.Unistroke object at 0x000001F03AAFA740>, <recognizer.Unistroke object at 0x000001F03AB272E0>, <recognizer.Unistroke object at 0x000001F03AB69F00>, <recognizer.Unistroke object at 0x000001F03AAFB940>, <recognizer.Unistroke object at 0x000001F03AB95120>, <recognizer.Unistroke object at 0x000001F03ABC73A0>, <recognizer.Unistroke object at 0x000001F03ABF1000>, <recognizer.Unistroke object at 0x000001F03AE36B00>, <recognizer.Unistroke object at 0x000001F03AE596C0>, <recognizer.Unistroke object at 0x000001F03AE86260>, <recognizer.Unistroke object at 0x000001F03AEA36A0>]","[<recognizer.Unistroke object at 0x000001F03AA45B40>, <recognizer.Unistroke object at 0x000001F03AA3ABC0>, <recognizer.Unistroke object at 0x000001F03AA872E0>, <recognizer.Unistroke object at 0x000001F03AAA9F60>, <recognizer.Unistroke object at 0x000001F03AACBBE0>, <recognizer.Unistroke object at 0x000001F03AAA15A0>, <recognizer.Unistroke object at 0x000001F03AB32320>, <recognizer.Unistroke object at 0x000001F03AB4F7C0>, <recognizer.Unistroke object at 0x000001F03AB8FAC0>, <recognizer.Unistroke object at 0x000001F03AB9D780>, <recognizer.Unistroke object at 0x000001F03ABD53C0>, <recognizer.Unistroke object at 0x000001F03AB84160>, <recognizer.Unistroke object at 0x000001F03AE21BA0>, <recognizer.Unistroke object at 0x000001F03AE192A0>, <recognizer.Unistroke object at 0x000001F03AE6E260>, <recognizer.Unistroke object at 0x000001F03AE86E00>]",arrow07,True,0.9224205665177562,arrow07,"{'arrow07': 0.9224205665177562, 'caret06': 0.6305423703965329, 'pigtail10': 0.6075162292402776, 'star09': 0.5557110753269949, 'check09': 0.49343532996952255, 'left_sq_bracket10': 0.41008959444316506, 'x01': 0.3694040731197381, 'delete_mark06': 0.365154532368952, 'left_curly_brace06': 0.3636191985679609, 'triangle03': 0.3035547773549394, 'rectangle09': 0.3013190454145954, 'v05': 0.2947079540059535, 'circle05': 0.22399514878701876, 'question_mark09': 0.21672439083020067, 'right_curly_brace10': 0.16629796134119457, 'right_sq_bracket01': 0.10222511399011558}"
1,left_sq_bracket,1,1,16,"[<recognizer.Unistroke object at 0x000001F03AA11C60>, <recognizer.Unistroke object at 0x000001F03AA10400>, <recognizer.Unistroke object at 0x000001F03AA8E320>, <recognizer.Unistroke object at 0x000001F03AA8C7C0>, <recognizer.Unistroke object at 0x000001F03AAE1BA0>, <recognizer.Unistroke object at 0x000001F03AAFA740>, <recognizer.Unistroke object at 0x000001F03AB272E0>, <recognizer.Unistroke object at 0x000001F03AB69F00>, <recognizer.Unistroke object at 0x000001F03AAFB940>, <recognizer.Unistroke object at 0x000001F03AB95120>, <recognizer.Unistroke object at 0x000001F03ABC73A0>, <recognizer.Unistroke object at 0x000001F03ABF1000>, <recognizer.Unistroke object at 0x000001F03AE36B00>, <recognizer.Unistroke object at 0x000001F03AE596C0>, <recognizer.Unistroke object at 0x000001F03AE86260>, <recognizer.Unistroke object at 0x000001F03AEA36A0>]","[<recognizer.Unistroke object at 0x000001F03AA45B40>, <recognizer.Unistroke object at 0x000001F03AA3ABC0>, <recognizer.Unistroke object at 0x000001F03AA872E0>, <recognizer.Unistroke object at 0x000001F03AAA9F60>, <recognizer.Unistroke object at 0x000001F03AACBBE0>, <recognizer.Unistroke object at 0x000001F03AAA15A0>, <recognizer.Unistroke object at 0x000001F03AB32320>, <recognizer.Unistroke object at 0x000001F03AB4F7C0>, <recognizer.Unistroke object at 0x000001F03AB8FAC0>, <recognizer.Unistroke object at 0x000001F03AB9D780>, <recognizer.Unistroke object at 0x000001F03ABD53C0>, <recognizer.Unistroke object at 0x000001F03AB84160>, <recognizer.Unistroke object at 0x000001F03AE21BA0>, <recognizer.Unistroke object at 0x000001F03AE192A0>, <recognizer.Unistroke object at 0x000001F03AE6E260>, <recognizer.Unistroke object at 0x000001F03AE86E00>]",left_sq_bracket10,True,0.9647184295056757,left_sq_bracket10,"{'left_sq_bracket10': 0.9647184295056757, 'left_curly_brace06': 0.6589027135698275, 'right_sq_bracket01': 0.5366141190829343, 'right_curly_brace10': 0.5233202519073559, 'question_mark09': 0.4488301841103881, 'arrow07': 0.4410927824565922, 'check09': 0.41711198298580765, 'x01': 0.36766323363034703, 'caret06': 0.3602658439679539, 'circle05': 0.34268024751770154, 'triangle03': 0.328276219087831, 'star09': 0.2960223016789658, 'pigtail10': 0.2620547545210349, 'delete_mark06': 0.22501117747661636, 'rectangle09': 0.14942055113649488, 'v05': 0.08700780609774628}"
1,right_sq_bracket,1,1,16,"[<recognizer.Unistroke object at 0x000001F03AA11C60>, <recognizer.Unistroke object at 0x000001F03AA10400>, <recognizer.Unistroke object at 0x000001F03AA8E320>, <recognizer.Unistroke object at 0x000001F03AA8C7C0>, <recognizer.Unistroke object at 0x000001F03AAE1BA0>, <recognizer.Unistroke object at 0x000001F03AAFA740>, <recognizer.Unistroke object at 0x000001F03AB272E0>, <recognizer.Unistroke object at 0x000001F03AB69F00>, <recognizer.Unistroke object at 0x000001F03AAFB940>, <recognizer.Unistroke object at 0x000001F03AB95120>, <recognizer.Unistroke object at 0x000001F03ABC73A0>, <recognizer.Unistroke object at 0x000001F03ABF1000>, <recognizer.Unistroke object at 0x000001F03AE36B00>, <recognizer.Unistroke object at 0x000001F03AE596C0>, <recognizer.Unistroke object at 0x000001F03AE86260>, <recognizer.Unistroke object at 0x000001F03AEA36A0>]","[<recognizer.Unistroke object at 0x000001F03AA45B40>, <recognizer.Unistroke object at 0x000001F03AA3ABC0>, <recognizer.Unistroke object at 0x000001F03AA872E0>, <recognizer.Unistroke object at 0x000001F03AAA9F60>, <recognizer.Unistroke object at 0x000001F03AACBBE0>, <recognizer.Unistroke object at 0x000001F03AAA15A0>, <recognizer.Unistroke object at 0x000001F03AB32320>, <recognizer.Unistroke object at 0x000001F03AB4F7C0>, <recognizer.Unistroke object at 0x000001F03AB8FAC0>, <recognizer.Unistroke object at 0x000001F03AB9D780>, <recognizer.Unistroke object at 0x000001F03ABD53C0>, <recognizer.Unistroke object at 0x000001F03AB84160>, <recognizer.Unistroke object at 0x000001F03AE21BA0>, <recognizer.Unistroke object at 0x000001F03AE192A0>, <recognizer.Unistroke object at 0x000001F03AE6E260>, <recognizer.Unistroke object at 0x000001F03AE86E00>]",right_sq_bracket01,True,0.8727538184987298,right_sq_bracket01,"{'right_sq_bracket01': 0.8727538184987298, 'right_curly_brace10': 0.6823386710429508, 'question_mark09': 0.6242723631806847, 'left_curly_brace06': 0.587467963279559, 'left_sq_bracket10': 0.5094918414845134, 'v05': 0.36689390816647116, 'x01': 0.3644530567958969, 'delete_mark06': 0.3397642598964835, 'triangle03': 0.33469276572513473, 'star09': 0.2672428233224572, 'check09': 0.2641014570895044, 'circle05': 0.2622619028652142, 'pigtail10': 0.22651428838806775, 'rectangle09': 0.22151706786482217, 'caret06': 0.21459070825001214, 'arrow07': 0.1660138610302212}"
1,v,1,1,16,"[<recognizer.Unistroke object at 0x000001F03AA11C60>, <recognizer.Unistroke object at 0x000001F03AA10400>, <recognizer.Unistroke object at 0x000001F03AA8E320>, <recognizer.Unistroke object at 0x000001F03AA8C7C0>, <recognizer.Unistroke object at 0x000001F03AAE1BA0>, <recognizer.Unistroke object at 0x000001F03AAFA740>, <recognizer.Unistroke object at 0x000001F03AB272E0>, <recognizer.Unistroke object at 0x000001F03AB69F00>, <recognizer.Unistroke object at 0x000001F03AAFB940>, <recognizer.Unistroke object at 0x000001F03AB95120>, <recognizer.Unistroke object at 0x000001F03ABC73A0>, <recognizer.Unistroke object at 0x000001F03ABF1000>, <recognizer.Unistroke object at 0x000001F03AE36B00>, <recognizer.Unistroke object at 0x000001F03AE596C0>, <recognizer.Unistroke object at 0x000001F03AE86260>, <recognizer.Unistroke object at 0x000001F03AEA36A0>]","[<recognizer.Unistroke object at 0x000001F03AA45B40>, <recognizer.Unistroke object at 0x000001F03AA3ABC0>, <recognizer.Unistroke object at 0x000001F03AA872E0>, <recognizer.Unistroke object at 0x000001F03AAA9F60>, <recognizer.Unistroke object at 0x000001F03AACBBE0>, <recognizer.Unistroke object at 0x000001F03AAA15A0>, <recognizer.Unistroke object at 0x000001F03AB32320>, <recognizer.Unistroke object at 0x000001F03AB4F7C0>, <recognizer.Unistroke object at 0x000001F03AB8FAC0>, <recognizer.Unistroke object at 0x000001F03AB9D780>, <recognizer.Unistroke object at 0x000001F03ABD53C0>, <recognizer.Unistroke object at 0x000001F03AB84160>, <recognizer.Unistroke object at 0x000001F03AE21BA0>, <recognizer.Unistroke object at 0x000001F03AE192A0>, <recognizer.Unistroke object at 0x000001F03AE6E260>, <recognizer.Unistroke object at 0x000001F03AE86E00>]",v05,True,0.9427823563201612,v05,"{'v05': 0.9427823563201612, 'rectangle09': 0.7340871207940947, 'check09': 0.6649678545546218, 'triangle03': 0.6305460207747611, 'circle05': 0.5537666874630265, 'delete_mark06': 0.5052578293552994, 'pigtail10': 0.5009641061965646, 'x01': 0.4707469051713833, 'caret06': 0.4269717617130354, 'right_curly_brace10': 0.3953577165485481, 'arrow07': 0.369057845467727, 'star09': 0.36242567741470266, 'right_sq_bracket01': 0.3316265977081051, 'left_curly_brace06': 0.24042069609671568, 'question_mark09': 0.2213126138862732, 'left_sq_bracket10': 0.049292655221769066}"
